MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,PoolArea,SaleCondition,SalePrice
30,RL,5604,Inside,1Fam,6,1925,1950,Stucco,0.0,864.0,0,1,2,1,0,0.0,0,Normal,98000.0
20,RL,10420,Corner,1Fam,5,2009,2009,VinylSd,0.0,1212.0,0,2,3,1,0,460.0,0,Normal,186000.0
60,FV,8640,Inside,1Fam,5,2009,2009,VinylSd,0.0,900.0,920,2,3,1,1,644.0,0,Partial,252678.0
20,RL,13568,CulDSac,1Fam,5,1995,1995,VinylSd,0.0,990.0,0,1,3,1,0,576.0,0,Normal,156000.0
60,RL,10900,FR2,1Fam,7,1977,1977,HdBoard,0.0,689.0,703,1,3,1,0,299.0,0,Normal,161750.0
20,RL,10011,Inside,1Fam,6,1957,1996,HdBoard,0.0,1070.0,0,1,2,1,1,447.0,0,Normal,134450.0
20,RL,8450,Inside,1Fam,5,2004,2004,VinylSd,0.0,1436.0,0,2,3,1,0,484.0,0,Normal,210000.0
70,RM,9906,Inside,1Fam,4,1925,1950,MetalSd,0.0,686.0,518,1,3,1,0,210.0,0,Family,107000.0
50,RL,15660,Corner,1Fam,9,1939,2006,VinylSd,0.0,798.0,817,1,3,1,2,431.0,0,Normal,311500.0
120,RL,3010,Inside,TwnhsE,5,2005,2006,VinylSd,0.0,1248.0,0,2,2,1,0,438.0,0,Partial,167240.0
20,RL,8990,Inside,1Fam,5,2006,2006,VinylSd,0.0,1498.0,0,2,2,1,0,675.0,0,Partial,204900.0
60,RL,8068,Inside,1Fam,5,2002,2002,VinylSd,0.0,1010.0,1257,2,4,1,1,390.0,0,Normal,200000.0
60,RL,11475,Inside,1Fam,6,1975,1975,VinylSd,0.0,713.0,741,2,3,1,1,434.0,0,Normal,179900.0
20,RL,10500,FR2,1Fam,6,1971,1971,HdBoard,180.0,864.0,0,1,2,1,0,576.0,0,Abnorml,97000.0
20,RL,13472,Inside,1Fam,5,2003,2003,VinylSd,0.0,2392.0,0,2,3,1,1,968.0,0,Normal,386250.0
160,RM,1680,Inside,Twnhs,5,1971,1971,HdBoard,0.0,630.0,672,2,3,1,0,280.0,0,Abnorml,112000.0
60,RL,9950,Inside,1Fam,5,1995,1995,VinylSd,0.0,1203.0,1306,2,4,1,1,721.0,0,Abnorml,290000.0
160,RM,1869,Inside,Twnhs,6,1970,1970,HdBoard,0.0,483.0,504,1,2,1,0,280.0,0,Normal,106000.0
20,RL,8521,FR2,1Fam,5,1967,1967,HdBoard,0.0,912.0,0,1,3,1,1,336.0,0,Normal,125000.0
120,RL,3182,Inside,TwnhsE,5,2005,2006,VinylSd,0.0,1373.0,0,2,2,1,1,430.0,0,Normal,192500.0
20,RL,8760,Inside,1Fam,6,1959,1959,MetalSd,0.0,1194.0,0,1,3,1,0,312.0,0,Normal,148000.0
60,RL,15138,Inside,1Fam,5,1995,1996,VinylSd,0.0,1462.0,1304,2,4,1,1,810.0,0,Normal,403000.0
160,RM,1680,Inside,Twnhs,5,1972,1972,HdBoard,0.0,483.0,504,1,2,1,1,288.0,0,Normal,94500.0
20,RL,10650,Corner,1Fam,6,1976,1976,HdBoard,712.0,894.0,0,1,3,1,0,308.0,0,Normal,128200.0
60,RL,7851,Inside,1Fam,5,2002,2002,VinylSd,0.0,860.0,1100,2,4,1,2,440.0,0,Normal,216500.0
160,RM,1680,Inside,TwnhsE,3,1971,1971,HdBoard,0.0,483.0,504,1,2,1,0,264.0,0,Normal,89500.0
20,RL,8773,FR2,1Fam,5,2004,2004,VinylSd,0.0,1414.0,0,2,3,1,0,494.0,0,Normal,185500.0
60,RL,9453,CulDSac,1Fam,7,1993,2003,HdBoard,0.0,996.0,730,2,3,1,0,457.0,0,Normal,194500.0
20,RL,12030,Inside,1Fam,5,2007,2007,VinylSd,0.0,1694.0,0,2,3,1,0,818.0,0,Partial,318000.0
50,RL,8741,Inside,1Fam,4,1945,1950,VinylSd,0.0,735.0,689,1,3,1,1,220.0,0,Normal,113000.0
20,FV,9000,Inside,1Fam,5,2008,2008,VinylSd,0.0,1566.0,0,2,3,1,0,750.0,0,Normal,262500.0
30,RM,3880,Inside,1Fam,9,1945,1997,VinylSd,0.0,686.0,0,1,2,1,0,0.0,0,Normal,110500.0
50,RM,5000,Corner,1Fam,4,1900,1950,Wd Sdng,0.0,540.0,551,1,3,1,0,352.0,0,Normal,79000.0
160,RL,10762,Corner,TwnhsE,6,1980,1980,Plywood,0.0,626.0,591,1,3,1,1,288.0,0,Normal,120000.0
60,RL,8880,Inside,1Fam,5,1994,2002,VinylSd,0.0,948.0,888,2,3,1,2,463.0,0,Normal,205000.0
20,RL,10400,Inside,1Fam,5,1988,1988,Wd Sdng,0.0,1845.0,0,2,3,1,1,604.0,0,Normal,241500.0
190,RM,9142,Inside,2fmCon,8,1910,1950,AsbShng,0.0,1020.0,1020,2,4,2,0,440.0,0,Normal,137000.0
20,RL,11310,Inside,1Fam,5,1954,1954,Wd Sdng,0.0,1367.0,0,1,2,1,1,451.0,0,Normal,140000.0
60,RL,11317,Inside,1Fam,5,2003,2003,VinylSd,0.0,840.0,828,2,3,1,0,500.0,0,Normal,180000.0
50,RL,159000,CulDSac,1Fam,7,1958,2006,Wd Sdng,0.0,1444.0,700,2,4,1,2,389.0,0,Normal,277000.0
30,RL,5350,Inside,1Fam,2,1940,1966,Wd Sdng,0.0,728.0,0,1,3,1,0,0.0,0,Normal,76500.0
120,RM,4750,Inside,TwnhsE,5,2006,2007,VinylSd,0.0,1573.0,0,2,2,1,1,538.0,0,Family,235000.0
60,RL,8366,Inside,1Fam,5,2004,2004,VinylSd,0.0,798.0,842,2,3,1,0,520.0,0,Normal,173000.0
80,RL,9350,Inside,1Fam,7,1964,1991,HdBoard,580.0,1302.0,0,2,3,1,0,309.0,0,Normal,158000.0
20,RL,8400,Inside,1Fam,6,1957,1957,MetalSd,0.0,1314.0,0,1,3,1,0,294.0,0,Normal,145000.0
60,RL,8738,Inside,1Fam,5,1999,1999,VinylSd,0.0,975.0,1286,2,4,1,1,429.0,0,Normal,230000.0
60,FV,8791,Inside,1Fam,5,2003,2003,VinylSd,0.0,864.0,864,2,3,1,0,673.0,0,Normal,207500.0
20,RL,8814,Inside,1Fam,5,2006,2006,VinylSd,0.0,1604.0,0,2,3,1,1,660.0,0,Abnorml,220000.0
60,RL,12435,Inside,1Fam,5,2001,2001,VinylSd,0.0,963.0,829,2,3,1,1,564.0,0,Normal,231500.0
20,RM,12702,Inside,1Fam,5,1956,1956,BrkFace,0.0,0.0,0,1,2,1,0,308.0,0,Normal,97000.0
80,RL,19296,Corner,1Fam,5,1962,1962,Wd Sdng,690.0,1362.0,0,1,3,1,1,884.0,0,Normal,176000.0
60,RL,9588,Inside,1Fam,5,2007,2007,CemntBd,0.0,1482.0,1092,2,3,1,1,868.0,0,Partial,276000.0
80,RL,8471,Corner,1Fam,7,1977,1995,HdBoard,0.0,506.0,0,1,3,1,1,492.0,0,Normal,151000.0
50,RM,5500,Corner,1Fam,7,1929,2001,Wd Sdng,692.0,926.0,0,1,3,1,0,484.0,0,Normal,130000.0
30,RM,5232,Inside,1Fam,5,1925,2004,Wd Sdng,0.0,680.0,0,1,2,1,0,504.0,0,Normal,73000.0
20,RL,12090,Inside,1Fam,6,1981,1981,MetalSd,228.0,1422.0,0,2,3,1,1,576.0,0,Normal,175500.0
60,RL,11207,FR2,1Fam,5,1997,1997,VinylSd,0.0,802.0,709,2,3,1,1,413.0,0,Normal,185000.0
75,RL,8400,Inside,1Fam,8,1939,1997,Wd Sdng,0.0,720.0,720,2,4,1,1,240.0,0,Normal,179500.0
30,RM,6900,Inside,1Fam,6,1940,1955,VinylSd,125.0,740.0,0,1,2,1,1,924.0,0,Normal,120500.0
20,RL,7917,Corner,1Fam,7,1976,1976,HdBoard,0.0,1143.0,0,1,3,1,1,504.0,0,Normal,148000.0
60,FV,10728,Inside,1Fam,5,2006,2006,VinylSd,0.0,1095.0,844,2,3,1,1,1053.0,0,Partial,266000.0
20,RL,39104,CulDSac,1Fam,7,1954,2005,Plywood,1063.0,1385.0,0,1,2,1,2,439.0,0,Normal,241500.0
60,RL,11764,CulDSac,1Fam,7,1999,2007,VinylSd,0.0,1152.0,1106,2,4,1,1,671.0,0,Normal,290000.0
20,RL,9600,Inside,1Fam,6,1958,1988,Wd Sdng,620.0,1240.0,0,2,3,1,1,338.0,0,Normal,139000.0
20,RL,8314,Corner,1Fam,7,1982,1982,HdBoard,0.0,816.0,0,1,2,1,0,264.0,0,Normal,124500.0
50,RL,7264,Inside,1Fam,7,1925,2007,Wd Sdng,0.0,952.0,596,2,3,1,0,672.0,0,Normal,205000.0
20,RL,9196,Inside,1Fam,5,2003,2003,VinylSd,0.0,1560.0,0,2,3,1,0,573.0,0,Normal,201000.0
20,RL,19138,Corner,1Fam,5,1951,1951,VinylSd,0.0,864.0,0,1,2,1,0,400.0,0,Normal,141000.0
20,RL,14450,Inside,1Fam,5,2006,2007,CemntBd,0.0,2121.0,0,2,3,1,1,732.0,0,Partial,415298.0
60,RL,10005,Inside,1Fam,5,1977,1977,Plywood,0.0,1160.0,866,2,4,1,1,505.0,0,Normal,192000.0
60,RL,11287,Inside,1Fam,6,1989,1989,Plywood,0.0,807.0,807,2,3,1,1,575.0,0,Normal,228500.0
20,FV,7200,Inside,1Fam,5,2006,2006,VinylSd,0.0,1262.0,0,2,2,1,0,572.0,0,Partial,185000.0
120,RL,5063,Inside,Twnhs,5,2007,2008,VinylSd,0.0,1314.0,0,2,2,1,1,626.0,0,Normal,207500.0
20,RL,9612,Inside,1Fam,5,2008,2009,VinylSd,0.0,1468.0,0,2,3,1,1,898.0,0,Partial,244600.0
120,RL,8012,Inside,TwnhsE,5,1992,1992,Plywood,0.0,1575.0,0,2,2,1,0,529.0,0,Normal,179200.0
160,FV,4251,Inside,TwnhsE,5,2006,2007,MetalSd,0.0,625.0,625,2,2,1,0,528.0,0,Partial,164700.0
50,RL,9786,Inside,1Fam,7,1962,1981,Wd Sdng,0.0,912.0,649,1,3,1,1,440.0,0,Normal,159000.0
20,RL,8125,Corner,1Fam,4,1971,1971,HdBoard,0.0,858.0,0,1,3,1,0,0.0,0,Normal,88000.0
20,RL,9819,Inside,1Fam,5,1967,1967,MetalSd,0.0,882.0,0,1,3,1,0,280.0,0,Normal,122000.0
70,RL,8730,Inside,1Fam,7,1915,2003,Wd Sdng,0.0,698.0,698,1,3,1,0,384.0,0,Normal,153575.0
60,RL,15611,Inside,1Fam,5,2006,2006,VinylSd,0.0,1079.0,840,2,3,1,1,685.0,0,Partial,233230.0
190,RL,5687,Inside,2fmCon,6,1912,2000,VinylSd,0.0,780.0,780,2,6,1,0,0.0,0,Normal,135900.0
50,RL,11409,Inside,1Fam,4,1949,2008,Wd Sdng,0.0,768.0,568,1,3,1,1,281.0,0,Normal,131000.0
60,RL,16659,Corner,1Fam,7,1977,1994,Plywood,0.0,795.0,795,2,3,1,1,539.0,0,Normal,235000.0
20,RL,9600,Inside,1Fam,5,1953,1953,HdBoard,0.0,1416.0,0,1,3,1,2,418.0,0,Normal,167000.0
80,RL,7937,CulDSac,1Fam,6,1984,1984,HdBoard,0.0,1003.0,0,1,3,1,0,588.0,0,Normal,142500.0
50,RM,13710,Inside,1Fam,5,1950,1950,Wd Sdng,0.0,910.0,648,1,4,1,0,282.0,0,Normal,152000.0
60,FV,7399,Inside,1Fam,5,1997,1998,VinylSd,0.0,975.0,975,2,3,1,1,576.0,0,Normal,239000.0
60,RL,11700,Inside,1Fam,6,1968,1968,HdBoard,175.0,702.0,702,1,3,1,1,539.0,0,Normal,175000.0
20,RL,14000,Inside,1Fam,8,1950,2004,HdBoard,0.0,1092.0,0,1,3,1,1,300.0,0,Family,158500.0
190,RL,15750,Corner,2fmCon,5,1953,1953,MetalSd,0.0,1165.0,0,1,2,1,2,375.0,0,Normal,157000.0
60,RL,16226,Inside,1Fam,5,1998,1999,VinylSd,0.0,1028.0,1242,2,4,1,1,683.0,0,Normal,267000.0
20,RL,13704,Corner,1Fam,5,2001,2002,VinylSd,0.0,1541.0,0,2,3,1,1,843.0,0,Normal,205000.0
20,RL,9800,Corner,1Fam,7,1972,1972,VinylSd,0.0,894.0,0,1,3,1,0,552.0,0,Abnorml,149900.0
75,RM,18386,Inside,1Fam,9,1880,2002,CemntBd,0.0,1470.0,1818,3,3,1,1,870.0,0,Normal,295000.0
20,RL,10386,Inside,1Fam,5,2004,2005,CemntBd,0.0,2000.0,0,2,3,1,0,888.0,0,Normal,305900.0
60,RL,13474,Inside,1Fam,5,1990,1991,HdBoard,0.0,700.0,1121,2,4,1,1,746.0,0,Normal,225000.0
50,RM,7920,Inside,1Fam,7,1920,1950,MetalSd,0.0,319.0,371,1,3,1,0,0.0,0,Normal,89500.0
30,RL,12342,Inside,1Fam,5,1940,1950,VinylSd,0.0,861.0,0,1,1,1,0,539.0,0,Normal,82500.0
20,RL,12378,Inside,1Fam,5,2003,2004,VinylSd,0.0,1896.0,0,2,3,1,3,708.0,0,Normal,360000.0
60,RL,7685,Inside,1Fam,5,1993,1994,HdBoard,0.0,697.0,804,2,3,1,1,420.0,0,Normal,165600.0
20,RL,8000,Inside,1Fam,6,1948,2002,VinylSd,0.0,972.0,0,1,2,1,1,240.0,0,Normal,132000.0
190,RM,7800,Inside,2fmCon,7,1939,1950,MetalSd,0.0,793.0,325,1,3,1,1,410.0,0,Normal,119900.0
20,RL,215245,Inside,1Fam,5,1965,1965,BrkFace,820.0,2136.0,0,2,3,1,2,513.0,0,Normal,375000.0
70,RM,9600,Inside,1Fam,7,1925,1990,Wd Sdng,0.0,728.0,809,1,3,1,1,546.0,0,Normal,178000.0
60,RL,7795,Inside,1Fam,5,2004,2005,VinylSd,0.0,716.0,716,2,3,1,1,432.0,0,Normal,188500.0
60,RL,13005,Corner,1Fam,7,1980,1980,CemntBd,0.0,845.0,1200,2,4,1,1,484.0,0,Normal,260000.0
60,FV,9000,Inside,1Fam,5,2006,2006,VinylSd,0.0,1088.0,871,2,3,1,1,1025.0,0,Normal,270000.0
60,RL,9900,Inside,1Fam,5,1993,1993,HdBoard,0.0,1347.0,1274,2,4,1,1,656.0,0,Normal,260000.0
80,RL,14115,Inside,1Fam,5,1980,1980,Plywood,0.0,1372.0,0,2,3,1,2,588.0,0,Normal,187500.0
60,RL,16259,Corner,1Fam,5,2006,2006,VinylSd,0.0,1249.0,1347,3,4,1,0,840.0,0,Partial,342643.0
60,RL,12099,Inside,1Fam,5,2004,2004,VinylSd,0.0,1136.0,1332,2,4,1,1,872.0,0,Normal,354000.0
60,RL,10380,Inside,1Fam,5,1986,1987,Plywood,1474.0,1502.0,1177,2,4,1,1,576.0,0,Normal,301000.0
20,RM,5820,Inside,1Fam,8,1955,2005,VinylSd,0.0,1162.0,0,1,3,1,0,220.0,0,Normal,126175.0
80,RL,11275,Corner,1Fam,7,1967,2007,Wd Sdng,0.0,710.0,1080,2,5,1,1,564.0,0,Normal,242000.0
45,RM,5000,Inside,1Fam,6,1941,1950,MetalSd,0.0,720.0,0,1,2,1,0,360.0,0,Normal,87000.0
120,RL,10846,CulDSac,TwnhsE,5,1993,1993,BrkFace,0.0,1719.0,0,1,1,1,2,473.0,0,Normal,324000.0
20,RL,11600,Inside,1Fam,5,1960,1960,Wd Sdng,0.0,1383.0,0,1,3,1,0,292.0,0,Normal,145250.0
75,RL,11888,Inside,1Fam,6,1916,1994,Wd Sdng,0.0,844.0,689,2,5,1,0,441.0,0,Normal,214500.0
70,RM,6402,Corner,1Fam,5,1920,1950,Wd Sdng,0.0,596.0,596,1,3,1,0,189.0,0,Normal,78000.0
90,RL,10624,Inside,Duplex,4,1964,1964,HdBoard,264.0,1728.0,0,2,6,2,0,352.0,0,Normal,119000.0
20,RL,8176,Inside,1Fam,6,1958,1992,Wd Sdng,0.0,1056.0,0,1,3,1,0,308.0,0,Normal,139000.0
20,RL,10655,Inside,1Fam,5,2003,2004,VinylSd,479.0,3206.0,0,2,3,1,1,880.0,0,Normal,284000.0
120,RM,8198,FR3,TwnhsE,5,2004,2004,VinylSd,0.0,1358.0,0,2,2,1,1,484.0,0,Normal,207000.0
60,RL,9042,Inside,1Fam,5,1998,1998,VinylSd,0.0,943.0,695,2,3,1,2,472.0,0,Normal,192000.0
190,RL,164660,Corner,2fmCon,6,1965,1965,Plywood,147.0,1499.0,167,2,3,1,2,529.0,0,Normal,228950.0
20,RL,14157,Corner,1Fam,5,2005,2006,VinylSd,0.0,1922.0,0,2,3,1,1,676.0,0,Normal,377426.0
20,RL,9135,Inside,1Fam,5,2002,2003,VinylSd,0.0,1536.0,0,2,3,1,0,532.0,0,Normal,214000.0
20,RL,14145,Corner,1Fam,7,1984,1998,Wd Sdng,0.0,1208.0,0,2,3,1,0,440.0,0,Normal,202500.0
20,RL,12400,Inside,1Fam,7,1958,1998,Wd Sdng,0.0,1215.0,0,1,3,1,0,297.0,0,Normal,155000.0
60,RL,14191,Inside,1Fam,5,2002,2002,VinylSd,0.0,967.0,915,2,4,1,0,431.0,0,Normal,202900.0
20,RH,8400,Inside,1Fam,4,1950,1950,Wd Sdng,0.0,721.0,0,1,2,1,0,294.0,0,Normal,82000.0
90,RL,8544,Inside,Duplex,4,1949,1950,Stucco,0.0,0.0,0,2,2,2,0,400.0,0,Normal,87500.0
120,RL,8849,Inside,TwnhsE,5,2005,2005,MetalSd,0.0,1684.0,0,2,2,1,1,564.0,0,Normal,266000.0
160,RM,2592,Inside,TwnhsE,3,1976,1976,CemntBd,232.0,536.0,576,1,3,1,0,336.0,0,Normal,85000.0
50,RL,6435,Inside,1Fam,5,1939,1950,MetalSd,0.0,972.0,605,1,3,1,1,312.0,0,Normal,140200.0
20,RL,12772,CulDSac,1Fam,8,1960,1998,MetalSd,0.0,958.0,0,1,2,1,0,301.0,0,Normal,151500.0
20,RL,17600,Inside,1Fam,5,1960,1960,Wd Sdng,0.0,1478.0,0,2,3,1,2,498.0,0,Normal,157500.0
160,RL,2448,Inside,Twnhs,5,2003,2004,VinylSd,0.0,764.0,862,2,2,1,0,474.0,0,Normal,154000.0
60,RL,20431,Inside,1Fam,5,2005,2006,CemntBd,0.0,1848.0,880,2,4,1,2,706.0,0,Partial,437154.0
120,RL,7820,Inside,TwnhsE,5,2007,2007,MetalSd,0.0,1869.0,0,2,2,1,1,617.0,0,Partial,318061.0
120,RL,5271,Inside,1Fam,5,1986,1986,Wd Sdng,0.0,1453.0,0,1,2,1,1,445.0,0,Abnorml,190000.0
50,RL,9084,Inside,1Fam,6,1941,1950,VinylSd,380.0,616.0,495,1,3,1,0,200.0,0,Normal,95000.0
30,RM,8520,Inside,1Fam,8,1928,2003,VinylSd,0.0,624.0,0,1,2,1,0,484.0,0,Normal,105900.0
50,RL,8400,Inside,1Fam,5,1940,2000,Wd Sdng,0.0,940.0,403,1,2,1,2,240.0,0,Normal,140000.0
20,RL,11249,Inside,1Fam,5,1995,1995,VinylSd,544.0,1200.0,0,2,3,1,0,521.0,0,Normal,177500.0
20,RL,9248,Inside,1Fam,6,1992,1992,HdBoard,0.0,1158.0,0,2,3,1,0,400.0,0,Normal,173000.0
120,RM,4224,Inside,TwnhsE,5,1976,1976,CemntBd,0.0,1142.0,0,1,3,1,1,528.0,0,Normal,134000.0
80,RL,6930,Inside,1Fam,4,1958,1958,Wd Sdng,294.0,1062.0,0,1,3,1,0,288.0,0,Abnorml,130000.0
60,RL,12011,CulDSac,1Fam,5,1998,1998,VinylSd,0.0,1086.0,838,2,3,1,1,592.0,0,Normal,280000.0
85,RL,7540,CulDSac,1Fam,6,1978,1978,VinylSd,0.0,888.0,0,1,2,1,1,470.0,0,Normal,156000.0
50,RL,9144,Inside,1Fam,5,1940,1982,MetalSd,0.0,883.0,517,1,3,1,0,240.0,0,Normal,145000.0
85,RL,7301,Corner,1Fam,5,2003,2003,HdBoard,0.0,0.0,1427,3,4,1,1,672.0,0,Normal,198500.0
160,RM,1680,Inside,Twnhs,8,1972,2007,HdBoard,0.0,483.0,504,1,2,1,0,264.0,0,Normal,118000.0
60,RL,18800,FR2,1Fam,5,1976,1976,HdBoard,0.0,796.0,784,2,3,1,1,566.0,0,Normal,190000.0
70,RM,10690,Inside,1Fam,7,1920,1997,VinylSd,0.0,672.0,672,1,3,1,0,468.0,0,Normal,147000.0
20,RL,9500,Inside,1Fam,5,1963,1963,Plywood,0.0,1394.0,0,1,3,1,2,514.0,0,Normal,159000.0
80,RL,9150,Corner,1Fam,5,1962,1962,Plywood,0.0,1099.0,0,1,3,1,1,296.0,0,Normal,165000.0
20,RL,7800,Inside,1Fam,6,1954,1954,HdBoard,0.0,1268.0,0,1,2,1,1,244.0,0,Normal,132000.0
20,RL,9830,Corner,1Fam,7,1959,2006,Wd Sdng,258.0,1063.0,0,1,3,1,1,576.0,0,Normal,162000.0
60,RL,8121,Inside,1Fam,5,2000,2000,VinylSd,0.0,953.0,711,2,3,1,1,460.0,0,Normal,172400.0
50,RL,17120,Inside,1Fam,4,1959,1959,WdShing,0.0,0.0,468,2,4,1,1,680.0,0,Normal,134432.0
120,RL,7175,Inside,TwnhsE,5,1984,1984,Plywood,121.0,744.0,0,1,2,1,0,264.0,0,Normal,125000.0
20,RL,10634,Inside,1Fam,6,1953,1953,MetalSd,180.0,608.0,0,1,3,1,0,270.0,0,Normal,123000.0
60,RL,8200,Inside,1Fam,5,2003,2004,VinylSd,0.0,847.0,1081,2,4,1,1,434.0,0,Normal,219500.0
30,RL,10020,Inside,1Fam,1,1922,1950,Wd Sdng,0.0,683.0,0,0,1,1,0,0.0,0,Normal,61000.0
85,RL,8846,CulDSac,1Fam,5,1996,1996,VinylSd,0.0,870.0,0,1,2,1,0,576.0,0,Normal,148000.0
60,FV,11143,Corner,1Fam,5,2004,2005,CemntBd,0.0,1580.0,886,3,4,1,1,610.0,0,Normal,340000.0
20,RL,11394,Corner,1Fam,2,2010,2010,VinylSd,0.0,1856.0,0,1,1,1,1,834.0,0,Partial,394432.0
60,RL,8123,Inside,1Fam,5,2000,2000,VinylSd,0.0,982.0,793,2,3,1,1,463.0,0,Normal,179000.0
50,RL,5000,Inside,1Fam,6,1924,1950,BrkFace,0.0,1026.0,665,2,3,1,1,308.0,0,Normal,127000.0
20,FV,7200,Inside,1Fam,5,2006,2006,VinylSd,0.0,1293.0,0,2,2,1,1,572.0,0,Partial,187750.0
60,RL,9245,Inside,1Fam,5,2006,2006,VinylSd,0.0,939.0,858,2,3,1,0,639.0,0,Normal,213500.0
45,RH,9000,Corner,1Fam,3,1928,1950,Wd Sdng,0.0,784.0,0,1,2,1,0,360.0,0,Normal,76000.0
60,RL,53107,Corner,1Fam,5,1992,1992,HdBoard,0.0,1580.0,874,2,3,1,2,501.0,0,Normal,240000.0
120,RL,3182,Inside,TwnhsE,5,2004,2005,VinylSd,0.0,1256.0,0,2,2,1,1,430.0,0,Normal,192000.0
50,RL,8410,FR2,1Fam,3,1910,1996,Wd Sdng,0.0,658.0,526,1,5,1,0,0.0,0,AdjLand,81000.0
80,RL,7200,Inside,1Fam,6,1976,1976,MetalSd,0.0,1041.0,0,1,3,1,1,352.0,0,Abnorml,125000.0
20,RL,9382,CulDSac,1Fam,5,1999,2000,VinylSd,0.0,1468.0,0,2,3,1,0,577.0,0,Normal,191000.0
60,RL,12474,Inside,1Fam,5,2007,2008,VinylSd,0.0,1682.0,590,2,3,1,1,846.0,0,Partial,426000.0
50,RL,8405,Inside,1Fam,8,1900,1950,MetalSd,391.0,861.0,406,1,4,1,0,384.0,0,Normal,119000.0
60,RL,12209,CulDSac,1Fam,5,2001,2002,VinylSd,0.0,804.0,1157,2,3,1,1,560.0,0,Normal,215000.0
20,RL,8339,Inside,1Fam,7,1959,1959,MetalSd,0.0,0.0,0,1,3,1,0,294.0,0,Normal,106500.0
30,RL,7446,Corner,1Fam,5,1941,1950,WdShing,0.0,788.0,0,1,2,1,2,0.0,0,Abnorml,100000.0
50,RL,10134,Inside,1Fam,6,1940,1950,MetalSd,0.0,735.0,299,1,2,1,0,240.0,0,Normal,109000.0
20,RL,9571,Inside,1Fam,6,1956,1956,Wd Sdng,0.0,1144.0,0,1,3,1,0,596.0,0,Normal,129000.0
20,RL,7200,Inside,1Fam,5,1972,1972,MetalSd,0.0,894.0,0,1,2,1,0,600.0,0,Normal,123000.0
60,RL,7590,Inside,1Fam,5,1962,1962,VinylSd,0.0,864.0,936,2,4,1,1,264.0,0,Normal,169500.0
30,RM,8967,Corner,1Fam,2,1920,1950,MetalSd,0.0,961.0,0,1,2,1,0,338.0,0,Abnorml,67000.0
60,FV,8125,Inside,1Fam,5,2006,2007,CemntBd,0.0,1092.0,438,2,2,1,0,438.0,0,Normal,241000.0
120,RL,14963,Inside,TwnhsE,5,1996,1996,BrkFace,0.0,1260.0,0,1,1,1,2,500.0,0,Normal,245500.0
20,RL,8767,Inside,1Fam,5,2005,2005,VinylSd,0.0,1310.0,0,2,3,1,1,400.0,0,Partial,164990.0
30,RL,10200,Inside,1Fam,8,1940,1997,Wd Sdng,0.0,672.0,0,1,2,1,0,240.0,0,Normal,108000.0
60,RL,12090,Corner,1Fam,5,1998,1998,VinylSd,0.0,1141.0,1098,2,4,1,1,420.0,0,Abnorml,258000.0
60,RL,10364,Inside,1Fam,5,1995,1996,MetalSd,0.0,806.0,766,2,3,1,1,373.0,0,Normal,168000.0
20,RL,9991,Corner,1Fam,4,1976,1993,Plywood,0.0,1281.0,0,2,3,1,1,490.0,0,Normal,150000.0
50,RL,10480,Inside,1Fam,5,1936,1950,MetalSd,0.0,1064.0,0,1,3,1,0,240.0,0,Normal,115000.0
70,RL,15576,Inside,1Fam,7,1915,1976,Wd Sdng,0.0,840.0,840,2,4,1,0,308.0,0,Normal,177000.0
60,RL,14154,Corner,1Fam,5,2006,2006,VinylSd,0.0,1063.0,1101,2,3,1,1,947.0,0,Partial,280000.0
60,FV,10800,Inside,1Fam,5,2007,2008,VinylSd,0.0,1034.0,1028,2,3,1,1,836.0,0,Partial,339750.0
20,RL,9571,Inside,1Fam,3,1958,1958,BrkComm,0.0,1276.0,0,1,3,1,0,350.0,0,Abnorml,60000.0
190,RL,34650,Inside,2fmCon,5,1955,1955,Wd Sdng,0.0,1056.0,0,1,3,1,0,572.0,0,Normal,145000.0
20,FV,4403,Inside,1Fam,5,2009,2009,MetalSd,0.0,1470.0,0,2,2,1,1,484.0,0,Partial,222000.0
30,RM,8960,Inside,1Fam,6,1927,1950,WdShing,0.0,1008.0,0,1,2,1,1,360.0,0,Normal,115000.0
60,RL,11228,CulDSac,1Fam,5,1993,1993,VinylSd,531.0,1080.0,1017,2,3,1,1,678.0,0,Normal,228000.0
20,RL,8899,Inside,1Fam,5,2007,2007,VinylSd,0.0,1340.0,0,2,3,1,0,396.0,0,Partial,181134.0
60,RL,7844,Inside,1Fam,7,1978,1978,HdBoard,0.0,672.0,728,1,3,1,1,440.0,0,Normal,149500.0
70,RL,22420,Inside,1Fam,6,1918,1950,Wd Sdng,0.0,1370.0,1254,2,4,1,1,864.0,0,Normal,239000.0
50,RL,8160,Inside,1Fam,6,1940,1950,MetalSd,0.0,756.0,378,1,3,1,0,240.0,0,AdjLand,126000.0
20,RL,8450,Inside,1Fam,6,1968,1968,VinylSd,0.0,1056.0,0,1,3,1,1,304.0,0,Normal,142000.0
90,RM,7060,Inside,Duplex,5,1997,1998,VinylSd,0.0,1344.0,0,2,2,2,0,784.0,0,Alloca,206300.0
